customer_id,name,phone,tenure_months,complaints,support_calls,login_frequency,monthly_expenditure,plan_type,join_date,churn,churn_score
295,"Gaurav Chatterjee",9800000295,6,5,7,1,13700.00,Basic,2026-03-07,1,97.69
296,"Diya Deshmukh",9800000296,41,2,2,20,48700.00,Platinum,2023-04-07,0,13.43
297,"Pranav Das",9800000297,27,4,6,17,29300.00,Premium,2024-06-07,1,50.79
298,"Saanvi Kulkarni",9800000298,39,2,4,23,42700.00,Platinum,2023-06-07,0,12.62
299,"Divya Rathi",9800000299,17,4,6,9,23200.00,Standard,2025-04-07,1,69.15
300,"Reyansh Sharma",9800000300,35,1,2,17,31300.00,Premium,2023-10-07,0,7.29
301,"Suresh Khanna",9800000301,16,4,5,7,15300.00,Standard,2025-05-07,1,70.57
302,"Pranav Banerjee",9800000302,28,2,2,17,32600.00,Premium,2024-05-07,0,17.49
303,"Suresh Deshmukh",9800000303,31,2,2,19,30200.00,Premium,2024-02-07,0,11.65
304,"Tanya Rathi",9800000304,36,1,1,19,51200.00,Platinum,2023-09-07,0,1.00
305,"Siddharth Chauhan",9800000305,12,4,5,5,12100.00,Basic,2025-09-07,1,76.85
306,"Aarav Rathi",9800000306,19,5,5,10,15900.00,Standard,2025-02-07,1,73.13
307,"Devansh Mishra",9800000307,26,4,4,11,24600.00,Standard,2024-07-07,1,60.15
308,"Kartik Nair",9800000308,35,3,5,20,33500.00,Premium,2023-10-07,0,22.36
309,"Aditi Chauhan",9800000309,36,3,5,20,34400.00,Premium,2023-09-07,0,27.92
310,"Sneha Pawar",9800000310,31,3,4,18,33200.00,Premium,2024-02-07,0,23.25
311,"Reyansh Mishra",9800000311,45,0,0,26,43500.00,Platinum,2022-12-07,0,1.00
312,"Tarun Kulkarni",9800000312,44,1,1,23,49600.00,Platinum,2023-01-07,0,1.00
313,"Raj Mukherjee",9800000313,28,3,3,18,35800.00,Premium,2024-05-07,0,31.44
314,"Rachana Chauhan",9800000314,18,4,4,10,16000.00,Standard,2025-03-07,1,61.89
315,"Rohan Bhatia",9800000315,19,3,4,9,19100.00,Standard,2025-02-07,1,60.00
316,"Yash Patel",9800000316,24,3,5,13,35800.00,Premium,2024-09-07,0,44.21
317,"Manish Rathi",9800000317,35,1,1,22,44000.00,Platinum,2023-10-07,0,1.00
318,"Priya Pawar",9800000318,25,3,3,12,19900.00,Standard,2024-08-07,0,39.84
319,"Jyoti Chatterjee",9800000319,25,3,3,16,15800.00,Standard,2024-08-07,0,38.33
320,"Neha Sharma",9800000320,26,4,4,14,35000.00,Premium,2024-07-07,1,53.01
321,"Preeti Kapoor",9800000321,35,1,2,18,32500.00,Premium,2023-10-07,0,6.40
322,"Aditya Mukherjee",9800000322,26,3,5,15,17900.00,Standard,2024-07-07,0,40.93
323,"Anjali Agarwal",9800000323,14,5,7,5,12400.00,Basic,2025-07-07,1,86.68
324,"Vivaan Khanna",9800000324,37,0,2,25,44100.00,Platinum,2023-08-07,0,1.00
325,"Rudra Joshi",9800000325,29,3,3,17,37300.00,Premium,2024-04-07,0,34.98
326,"Preeti Khanna",9800000326,34,3,4,17,34600.00,Premium,2023-11-07,0,25.50
327,"Krishna Desai",9800000327,33,2,3,20,37600.00,Premium,2023-12-07,0,9.47
328,"Shruti Bhatia",9800000328,16,4,5,8,17400.00,Standard,2025-05-07,1,68.82
329,"Preeti Sethi",9800000329,41,1,3,22,40900.00,Platinum,2023-04-07,0,1.00
330,"Vidya Verma",9800000330,7,6,8,3,10600.00,Basic,2026-02-07,1,99.00
331,"Kartik Deshmukh",9800000331,21,4,6,7,15800.00,Standard,2024-12-07,1,72.65
332,"Sara Bose",9800000332,34,2,4,23,44300.00,Platinum,2023-11-07,0,8.54
333,"Sai Iyer",9800000333,27,2,2,16,31800.00,Premium,2024-06-07,0,23.20
334,"Divya Pillai",9800000334,31,2,3,18,28100.00,Premium,2024-02-07,0,23.53
335,"Vikram Rao",9800000335,31,2,2,19,32100.00,Premium,2024-02-07,0,11.51
336,"Sara Pandey",9800000336,11,3,5,8,15500.00,Standard,2025-10-07,1,63.10
337,"Rudra Singh",9800000337,39,2,4,21,36200.00,Premium,2023-06-07,0,17.32
338,"Navya Sethi",9800000338,39,1,3,21,42000.00,Platinum,2023-06-07,0,4.18
339,"Snehal Arora",9800000339,41,2,4,20,45700.00,Platinum,2023-04-07,0,15.03
340,"Neha Menon",9800000340,21,4,5,8,22800.00,Standard,2024-12-07,1,69.92
341,"Mohit Arora",9800000341,25,2,2,17,28800.00,Premium,2024-08-07,0,21.63
342,"Saanvi Pillai",9800000342,37,0,2,21,49700.00,Platinum,2023-08-07,0,1.00
343,"Yash Sen",9800000343,18,4,5,9,20100.00,Standard,2025-03-07,1,61.24
344,"Ashok Agarwal",9800000344,23,3,3,10,21700.00,Standard,2024-10-07,0,43.89
345,"Harsh Khanna",9800000345,8,6,6,3,12200.00,Basic,2026-01-07,1,95.06
346,"Suresh Chatterjee",9800000346,32,2,2,18,32400.00,Premium,2024-01-07,0,12.02
347,"Praveen Desai",9800000347,40,0,0,25,51700.00,Platinum,2023-05-07,0,1.00
348,"Charu Banerjee",9800000348,33,1,1,17,35300.00,Premium,2023-12-07,0,8.36
349,"Mohit Bose",9800000349,12,3,4,7,15300.00,Standard,2025-09-07,1,62.16
350,"Neha Chawla",9800000350,26,2,3,17,37000.00,Premium,2024-07-07,0,27.44
351,"Kabir Pillai",9800000351,37,2,2,20,30600.00,Premium,2023-08-07,0,6.50
352,"Sunita Bhatia",9800000352,23,4,5,13,16600.00,Standard,2024-10-07,1,50.65
353,"Arnav Rao",9800000353,33,2,4,23,32900.00,Premium,2023-12-07,0,3.33
354,"Sai Pawar",9800000354,40,1,1,25,51000.00,Platinum,2023-05-07,0,1.00
355,"Rekha Chawla",9800000355,31,1,3,21,32600.00,Premium,2024-02-07,0,1.00
356,"Riya Patel",9800000356,27,3,3,14,37600.00,Premium,2024-06-07,0,35.07
357,"Ishita Sen",9800000357,28,2,2,19,34900.00,Premium,2024-05-07,0,18.37
358,"Sanjay Khanna",9800000358,12,5,5,8,15500.00,Standard,2025-09-07,1,81.32
359,"Neha Rawat",9800000359,19,2,2,10,23000.00,Standard,2025-02-07,0,39.07
360,"Advik Kulkarni",9800000360,17,4,5,5,23500.00,Standard,2025-04-07,1,80.61
361,"Bhavya Chawla",9800000361,18,4,4,8,17200.00,Standard,2025-03-07,1,66.08
362,"Vikram Trivedi",9800000362,10,4,5,7,10800.00,Basic,2025-11-07,1,77.35
363,"Suman Arora",9800000363,11,4,5,10,21700.00,Standard,2025-10-07,1,60.11
364,"Ananya Reddy",9800000364,40,1,1,19,47400.00,Platinum,2023-05-07,0,1.00
365,"Nikhil Rao",9800000365,38,1,3,19,37200.00,Premium,2023-07-07,0,11.47
366,"Pooja Chopra",9800000366,28,4,5,14,34400.00,Premium,2024-05-07,0,47.32
367,"Sara Bansal",9800000367,25,2,4,17,36500.00,Premium,2024-08-07,0,24.58
368,"Manisha Naidu",9800000368,39,0,1,27,45200.00,Platinum,2023-06-07,0,1.00
369,"Raj Rao",9800000369,27,4,6,12,21100.00,Standard,2024-06-07,1,58.13
370,"Saanvi Desai",9800000370,34,1,1,17,37700.00,Premium,2023-11-07,0,1.57
371,"Praveen Chopra",9800000371,10,5,6,9,11200.00,Basic,2025-11-07,1,81.40
372,"Shaurya Saxena",9800000372,38,1,3,18,35700.00,Premium,2023-07-07,0,8.82
373,"Karan Deshmukh",9800000373,21,3,5,6,24300.00,Standard,2024-12-07,1,64.50
374,"Sara Trivedi",9800000374,16,4,5,5,9200.00,Basic,2025-05-07,1,72.71
375,"Ananya Jain",9800000375,15,3,3,11,17700.00,Standard,2025-06-07,1,53.99
376,"Ayaan Singh",9800000376,29,2,4,18,35600.00,Premium,2024-04-07,0,26.32
377,"Komal Desai",9800000377,42,1,3,24,48400.00,Platinum,2023-03-07,0,1.00
378,"Pooja Bose",9800000378,33,2,3,14,34400.00,Premium,2023-12-07,0,26.40
379,"Aditya Bhandari",9800000379,10,5,6,2,12800.00,Basic,2025-11-07,1,97.89
380,"Shreya Bhatt",9800000380,12,5,5,7,14300.00,Standard,2025-09-07,1,74.28
381,"Advik Iyer",9800000381,29,2,3,13,35200.00,Premium,2024-04-07,0,25.81
382,"Shaurya Deshmukh",9800000382,22,4,5,11,22100.00,Standard,2024-11-07,1,62.91
383,"Rajesh Rathi",9800000383,39,1,3,24,46700.00,Platinum,2023-06-07,0,1.00
384,"Bhavya Bose",9800000384,20,4,6,9,15700.00,Standard,2025-01-07,1,73.38
385,"Tarun Patel",9800000385,25,2,4,13,35700.00,Premium,2024-08-07,0,41.16
386,"Vivek Kulkarni",9800000386,33,2,3,15,37800.00,Premium,2023-12-07,0,22.03
387,"Aditya Goel",9800000387,10,6,6,3,11200.00,Basic,2025-11-07,1,95.17
388,"Vivek Arora",9800000388,27,2,2,16,35900.00,Premium,2024-06-07,0,18.22
389,"Advik Sethi",9800000389,22,4,5,12,23500.00,Standard,2024-11-07,1,60.94
390,"Suman Dubey",9800000390,13,4,5,9,15600.00,Standard,2025-08-07,1,66.88
391,"Yash Singh",9800000391,21,4,4,10,14900.00,Standard,2024-12-07,1,59.51
392,"Tanya Banerjee",9800000392,32,2,2,16,34500.00,Premium,2024-01-07,0,16.75
393,"Vandana Rathi",9800000393,42,0,2,21,44400.00,Platinum,2023-03-07,0,1.00
394,"Snehal Dubey",9800000394,44,0,0,22,47500.00,Platinum,2023-01-07,0,1.00
395,"Vivaan Shah",9800000395,15,4,4,10,22300.00,Standard,2025-06-07,1,61.34
396,"Komal Gupta",9800000396,16,4,4,7,22700.00,Standard,2025-05-07,1,69.02
397,"Pari Dubey",9800000397,12,5,6,5,13000.00,Basic,2025-09-07,1,91.65
398,"Snehal Bansal",9800000398,34,2,3,22,42800.00,Platinum,2023-11-07,0,14.04
399,"Naveen Singh",9800000399,31,2,3,18,31400.00,Premium,2024-02-07,0,17.66
400,"Atharv Rawat",9800000400,29,2,2,17,31100.00,Premium,2024-04-07,0,20.31
401,"Pooja Nair",9800000401,37,1,3,21,37100.00,Premium,2023-08-07,0,1.81
402,"Swati Chawla",9800000402,14,5,6,8,10900.00,Basic,2025-07-07,1,77.84
403,"Suman Trivedi",9800000403,37,1,1,19,40300.00,Platinum,2023-08-07,0,1.00
404,"Radhika Pawar",9800000404,5,6,6,7,14700.00,Basic,2026-04-07,1,88.12
405,"Rekha Tiwari",9800000405,39,1,2,24,47300.00,Platinum,2023-06-07,0,1.00
406,"Ananya Bhandari",9800000406,14,5,5,6,10800.00,Basic,2025-07-07,1,83.52
407,"Devansh Rathi",9800000407,13,5,6,5,11000.00,Basic,2025-08-07,1,87.81
408,"Manisha Rathi",9800000408,21,4,6,9,18500.00,Standard,2024-12-07,1,66.46
409,"Riya Arora",9800000409,10,4,6,2,8800.00,Basic,2025-11-07,1,87.09
410,"Shaurya Rathi",9800000410,6,4,5,5,12600.00,Basic,2026-03-07,1,74.70
411,"Rohan Goel",9800000411,13,5,5,10,24600.00,Standard,2025-08-07,1,65.49
412,"Ishita Naidu",9800000412,25,2,4,11,36800.00,Premium,2024-08-07,0,38.19
413,"Sneha Tiwari",9800000413,48,0,0,23,45000.00,Platinum,2022-09-07,0,1.00
414,"Shreya Mishra",9800000414,21,3,4,9,23900.00,Standard,2024-12-07,1,57.89
415,"Tanya Kapoor",9800000415,35,2,4,18,28600.00,Premium,2023-10-07,0,21.41
416,"Atharv Pawar",9800000416,26,3,4,15,38000.00,Premium,2024-07-07,0,36.15
417,"Shreya Chawla",9800000417,28,2,3,16,28000.00,Premium,2024-05-07,0,19.09
418,"Vandana Tiwari",9800000418,14,5,5,8,21600.00,Standard,2025-07-07,1,72.95
419,"Nikhil Agarwal",9800000419,2,6,8,4,13800.00,Basic,2026-07-07,1,99.00
420,"Sunita Pawar",9800000420,24,3,4,16,14600.00,Standard,2024-09-07,0,36.45
421,"Deepika Pandey",9800000421,23,4,5,9,15600.00,Standard,2024-10-07,1,67.44
422,"Raj Trivedi",9800000422,23,3,4,16,31100.00,Premium,2024-10-07,0,30.93
423,"Atharv Naidu",9800000423,18,3,5,8,19300.00,Standard,2025-03-07,1,60.50
424,"Harsh Pawar",9800000424,34,3,3,15,28400.00,Premium,2023-11-07,0,30.75
425,"Kabir Sharma",9800000425,38,2,2,22,47900.00,Platinum,2023-07-07,0,1.65
426,"Payal Agarwal",9800000426,13,5,7,4,9000.00,Basic,2025-08-07,1,89.13
427,"Aditi Khanna",9800000427,17,4,5,11,15900.00,Standard,2025-04-07,1,58.39
428,"Pooja Kulkarni",9800000428,28,3,5,15,34200.00,Premium,2024-05-07,0,37.95
429,"Shruti Saxena",9800000429,21,5,6,8,17400.00,Standard,2024-12-07,1,78.18
430,"Ira Rao",9800000430,25,3,3,14,31500.00,Premium,2024-08-07,0,38.55
431,"Shruti Reddy",9800000431,36,1,3,19,41900.00,Platinum,2023-09-07,0,7.59
432,"Harsh Tiwari",9800000432,26,3,3,11,21400.00,Standard,2024-07-07,0,47.37
433,"Bhavya Naidu",9800000433,33,2,3,16,29100.00,Premium,2023-12-07,0,26.82
434,"Akash Naidu",9800000434,14,5,5,8,21300.00,Standard,2025-07-07,1,75.34
435,"Devansh Bhandari",9800000435,28,3,4,18,37400.00,Premium,2024-05-07,0,32.61
436,"Atharv Arora",9800000436,43,0,2,28,40000.00,Platinum,2023-02-07,0,1.00
437,"Kabir Bhatt",9800000437,13,4,6,6,15500.00,Standard,2025-08-07,1,77.72
438,"Aadhya Gupta",9800000438,37,2,2,17,34400.00,Premium,2023-08-07,0,15.24
439,"Kritika Sethi",9800000439,14,4,6,8,19500.00,Standard,2025-07-07,1,70.83
440,"Bhavya Chatterjee",9800000440,24,3,5,18,37800.00,Premium,2024-09-07,0,37.75
441,"Divya Mehta",9800000441,18,4,6,10,22800.00,Standard,2025-03-07,1,63.45
442,"Harsh Bansal",9800000442,19,4,5,8,14400.00,Standard,2025-02-07,1,72.22
443,"Komal Chawla",9800000443,35,1,3,19,30900.00,Premium,2023-10-07,0,3.14
444,"Ishaan Chopra",9800000444,27,3,5,15,34600.00,Premium,2024-06-07,0,38.99
445,"Deepak Yadav",9800000445,37,3,5,21,29500.00,Premium,2023-08-07,0,22.60
446,"Jyoti Mukherjee",9800000446,37,1,3,18,36200.00,Premium,2023-08-07,0,4.48
447,"Diya Pawar",9800000447,36,2,3,19,46400.00,Platinum,2023-09-07,0,14.02
448,"Navya Mukherjee",9800000448,12,4,5,8,21400.00,Standard,2025-09-07,1,66.50
449,"Nisha Goel",9800000449,38,2,2,18,41200.00,Platinum,2023-07-07,0,8.75
450,"Mohit Rao",9800000450,1,6,6,5,12500.00,Basic,2026-08-07,1,99.00
451,"Atharv Sethi",9800000451,40,2,4,22,51900.00,Platinum,2023-05-07,0,12.43
452,"Ashok Joshi",9800000452,9,5,6,1,8500.00,Basic,2025-12-07,1,99.00
453,"Shreya Banerjee",9800000453,21,4,5,14,15100.00,Standard,2024-12-07,0,46.93
454,"Komal Pillai",9800000454,20,3,3,12,24300.00,Standard,2025-01-07,0,44.09
455,"Diya Rawat",9800000455,21,5,6,7,19900.00,Standard,2024-12-07,1,84.75
456,"Diya Singh",9800000456,12,4,5,6,10000.00,Basic,2025-09-07,1,70.84
457,"Sai Mukherjee",9800000457,19,4,6,9,16100.00,Standard,2025-02-07,1,62.18
458,"Deepika Arora",9800000458,39,2,3,25,40200.00,Platinum,2023-06-07,0,1.00
459,"Deepika Iyer",9800000459,35,3,5,15,33800.00,Premium,2023-10-07,0,42.85
460,"Vandana Gupta",9800000460,13,4,5,11,15100.00,Standard,2025-08-07,1,63.38
461,"Kabir Naidu",9800000461,6,6,8,5,10300.00,Basic,2026-03-07,1,99.00
462,"Kartik Patel",9800000462,20,3,3,13,15800.00,Standard,2025-01-07,0,40.24
463,"Anika Jain",9800000463,36,1,1,19,51100.00,Platinum,2023-09-07,0,4.28
464,"Praveen Das",9800000464,16,3,4,9,24300.00,Standard,2025-05-07,1,57.13
465,"Snehal Kumar",9800000465,6,5,7,2,8800.00,Basic,2026-03-07,1,99.00
466,"Aditi Chatterjee",9800000466,14,4,4,5,22800.00,Standard,2025-07-07,1,75.32
467,"Ishita Kumar",9800000467,14,4,6,11,22300.00,Standard,2025-07-07,1,59.22
468,"Reyansh Bansal",9800000468,37,2,4,19,32200.00,Premium,2023-08-07,0,20.42
469,"Amit Goel",9800000469,28,3,3,17,32800.00,Premium,2024-05-07,0,34.09
470,"Rajesh Bhandari",9800000470,15,5,5,6,14400.00,Standard,2025-06-07,1,81.17
471,"Kartik Malhotra",9800000471,41,0,2,25,41000.00,Platinum,2023-04-07,0,1.00
472,"Rajesh Arora",9800000472,8,5,6,3,14200.00,Basic,2026-01-07,1,94.10
473,"Bhavya Sharma",9800000473,26,3,5,17,32500.00,Premium,2024-07-07,0,32.99
474,"Rekha Sharma",9800000474,10,6,6,6,10100.00,Basic,2025-11-07,1,94.54
475,"Riya Deshmukh",9800000475,13,4,6,5,20900.00,Standard,2025-08-07,1,78.07
476,"Priya Iyer",9800000476,36,1,3,17,36800.00,Premium,2023-09-07,0,15.43
477,"Meera Pandey",9800000477,21,3,5,14,28700.00,Premium,2024-12-07,0,47.56
478,"Kartik Shah",9800000478,32,3,3,19,35600.00,Premium,2024-01-07,0,21.05
479,"Kavya Pandey",9800000479,23,4,5,14,21500.00,Standard,2024-10-07,1,51.74
480,"Navya Bhandari",9800000480,36,1,2,16,31900.00,Premium,2023-09-07,0,8.15
481,"Pranav Joshi",9800000481,31,2,3,17,34800.00,Premium,2024-02-07,0,26.53
482,"Mohit Das",9800000482,23,3,5,12,18500.00,Standard,2024-10-07,0,47.26
483,"Nisha Mishra",9800000483,15,4,4,11,16500.00,Standard,2025-06-07,1,56.81
484,"Jyoti Singh",9800000484,23,2,4,15,34700.00,Premium,2024-10-07,0,27.79
485,"Kabir Iyer",9800000485,19,5,5,9,19900.00,Standard,2025-02-07,1,67.70
486,"Aryan Verma",9800000486,14,3,5,9,19600.00,Standard,2025-07-07,1,61.27
487,"Ira Bhatt",9800000487,3,6,6,2,10800.00,Basic,2026-06-07,1,99.00
488,"Tarun Mehta",9800000488,22,4,4,8,19900.00,Standard,2024-11-07,1,62.45
489,"Atharv Menon",9800000489,27,3,4,15,36500.00,Premium,2024-06-07,0,35.99
490,"Vivaan Bhatt",9800000490,25,3,5,18,36000.00,Premium,2024-08-07,0,31.51
491,"Kiara Rawat",9800000491,17,5,5,10,20500.00,Standard,2025-04-07,1,68.56
492,"Saanvi Trivedi",9800000492,14,3,4,9,17300.00,Standard,2025-07-07,1,57.21
493,"Aarav Gupta",9800000493,41,2,3,20,50900.00,Platinum,2023-04-07,0,12.39
494,"Aryan Saxena",9800000494,15,4,5,8,19200.00,Standard,2025-06-07,1,70.88
495,"Anand Menon",9800000495,21,3,3,9,18600.00,Standard,2024-12-07,1,56.00
496,"Reyansh Bhatt",9800000496,15,5,7,9,20000.00,Standard,2025-06-07,1,83.62
497,"Ramesh Pandey",9800000497,17,3,4,10,19300.00,Standard,2025-04-07,1,51.13
498,"Pranav Tiwari",9800000498,27,3,5,17,35100.00,Premium,2024-06-07,0,38.18
499,"Aadhya Deshmukh",9800000499,21,4,5,7,17400.00,Standard,2024-12-07,1,71.78
500,"Suresh Nair",9800000500,22,4,4,8,19300.00,Standard,2024-11-07,1,62.27
501,"Pranav Iyer",9800000501,3,5,7,0,8700.00,Basic,2026-06-07,1,99.00
502,"Nisha Desai",9800000502,23,5,6,9,23400.00,Standard,2024-10-07,1,76.72
503,"Kavya Chawla",9800000503,45,2,2,27,46400.00,Platinum,2022-12-07,0,1.00
504,"Rajesh Menon",9800000504,26,4,5,11,16500.00,Standard,2024-07-07,1,52.85
505,"Aryan Deshmukh",9800000505,42,0,1,23,44600.00,Platinum,2023-03-07,0,1.00
506,"Anjali Kulkarni",9800000506,43,2,3,21,52000.00,Platinum,2023-02-07,0,7.45
507,"Ananya Kulkarni",9800000507,13,6,8,9,14800.00,Basic,2025-08-07,1,84.63
508,"Harsh Desai",9800000508,12,4,6,7,12200.00,Basic,2025-09-07,1,78.08
509,"Tarun Pawar",9800000509,7,5,5,6,8900.00,Basic,2026-02-07,1,78.35
510,"Krishna Naidu",9800000510,14,4,4,10,21300.00,Standard,2025-07-07,1,61.34
511,"Pari Desai",9800000511,33,2,2,20,28300.00,Premium,2023-12-07,0,9.61
512,"Devansh Kulkarni",9800000512,29,3,4,18,29600.00,Premium,2024-04-07,0,28.82
513,"Shruti Mukherjee",9800000513,31,2,3,17,29600.00,Premium,2024-02-07,0,16.02
514,"Ishita Arora",9800000514,20,4,5,15,20400.00,Standard,2025-01-07,1,53.18
515,"Harsh Mukherjee",9800000515,36,1,3,18,28800.00,Premium,2023-09-07,0,12.46
516,"Kabir Shah",9800000516,13,4,5,6,21700.00,Standard,2025-08-07,1,75.11
517,"Raj Chawla",9800000517,32,3,4,16,31000.00,Premium,2024-01-07,0,39.03
518,"Ishita Trivedi",9800000518,22,2,4,13,16500.00,Standard,2024-11-07,0,40.01
519,"Shruti Arora",9800000519,22,3,3,13,17300.00,Standard,2024-11-07,0,44.75
520,"Nikita Bansal",9800000520,24,3,3,13,19700.00,Standard,2024-09-07,0,36.64
521,"Riya Mehta",9800000521,11,3,2,12,16127.45,Standard,2025-10-07,1,50.22
522,"Meenal Kaur",9800000522,11,1,2,12,15291.90,Standard,2025-10-07,0,33.97
523,"Manish Reddy",9800000523,25,3,1,10,29402.51,Premium,2024-08-07,0,32.66
524,"Rudra Mehta",9800000524,22,3,5,13,33297.32,Premium,2024-11-07,0,44.09
525,"Ishita Rao",9800000525,10,5,6,1,9367.39,Basic,2025-11-07,1,83.79
526,"Anita Saxena",9800000526,25,3,2,16,22371.93,Standard,2024-08-07,0,49.05
527,"Zara Rao",9800000527,16,2,2,19,25884.76,Standard,2025-05-07,0,47.20
528,"Dev Ghosh",9800000528,12,2,1,15,15728.07,Standard,2025-09-07,1,55.39
529,"Bhavya Thakur",9800000529,8,5,8,2,9479.77,Basic,2026-01-07,1,89.23
530,"Kavya Gupta",9800000530,40,1,1,20,41090.91,Platinum,2023-05-07,0,2.47
531,"Ansh Sharma",9800000531,41,0,3,24,45616.60,Platinum,2023-04-07,0,4.51
532,"Bhavya Banerjee",9800000532,45,1,2,19,27897.89,Premium,2022-12-07,0,2.03
533,"Aarohi Sharma",9800000533,14,3,6,11,23387.62,Standard,2025-07-07,0,44.18
534,"Ishita Mehta",9800000534,11,1,3,14,17649.59,Standard,2025-10-07,0,45.02
535,"Shreya Bhatia",9800000535,13,2,2,20,27651.27,Premium,2025-08-07,0,43.83
536,"Siddharth Jain",9800000536,34,1,3,28,45257.20,Platinum,2023-11-07,0,7.18
537,"Suresh Kapoor",9800000537,1,6,6,5,8425.96,Basic,2026-08-07,1,90.62
538,"Aisha Menon",9800000538,30,0,2,28,46470.81,Platinum,2024-03-07,0,9.23
539,"Aditi Dutta",9800000539,8,5,6,1,10586.31,Basic,2026-01-07,1,86.47
540,"Anjali Desai",9800000540,48,0,0,24,49607.11,Platinum,2022-09-07,0,3.09
541,"Ansh Reddy",9800000541,24,2,3,19,25155.92,Standard,2024-09-07,0,41.29
542,"Vidya Singh",9800000542,45,0,0,21,31827.69,Premium,2022-12-07,0,4.14
543,"Zara Pandey",9800000543,23,3,4,14,25530.49,Standard,2024-10-07,1,57.86
544,"Karan Singh",9800000544,17,3,2,6,31421.95,Premium,2025-04-07,1,50.44
545,"Harsh Mukherjee",9800000545,27,2,1,7,26685.21,Premium,2024-06-07,0,30.04
546,"Raj Pillai",9800000546,46,0,0,27,33888.48,Premium,2022-11-07,0,7.65
547,"Rohan Sharma",9800000547,38,0,2,24,33746.01,Premium,2023-07-07,0,6.57
548,"Divya Jain",9800000548,14,1,5,11,16457.02,Standard,2025-07-07,0,38.47
549,"Payal Arora",9800000549,8,6,7,5,18842.60,Standard,2026-01-07,1,88.58
550,"Pranav Chauhan",9800000550,31,0,2,19,48909.00,Platinum,2024-02-07,0,3.55
551,"Snehal Chopra",9800000551,34,1,3,22,50153.24,Platinum,2023-11-07,0,2.92
552,"Priya Malhotra",9800000552,3,6,7,2,11310.08,Basic,2026-06-07,1,86.55
553,"Preeti Iyer",9800000553,32,0,2,27,45157.44,Platinum,2024-01-07,0,2.42
554,"Simran Thakur",9800000554,4,6,5,3,19304.81,Standard,2026-05-07,1,86.13
555,"Sai Pandey",9800000555,35,0,1,24,34838.77,Premium,2023-10-07,0,5.32
556,"Tarun Rao",9800000556,2,5,5,4,12899.52,Basic,2026-07-07,1,87.21
557,"Sanjay Banerjee",9800000557,4,5,7,3,19801.33,Standard,2026-05-07,1,83.58
558,"Bhavya Iyer",9800000558,45,1,0,19,43134.58,Platinum,2022-12-07,0,7.81
559,"Mohit Sharma",9800000559,22,3,4,8,21342.47,Standard,2024-11-07,0,35.64
560,"Raj Pandey",9800000560,45,0,2,24,33970.85,Premium,2022-12-07,0,5.30
561,"Navya Pandey",9800000561,37,1,3,23,43547.86,Platinum,2023-08-07,0,3.27
562,"Farhan Chauhan",9800000562,33,1,3,26,43646.50,Platinum,2023-12-07,0,4.10
563,"Vinay Mehta",9800000563,25,2,5,20,35598.32,Premium,2024-08-07,1,50.08
564,"Anika Kulkarni",9800000564,21,1,2,14,17190.43,Standard,2024-12-07,0,28.73
565,"Vidya Jain",9800000565,30,1,3,28,48620.15,Platinum,2024-03-07,0,5.84
566,"Sneha Arora",9800000566,28,0,3,21,37495.59,Premium,2024-05-07,0,7.18
567,"Ashok Patel",9800000567,31,1,1,25,51854.71,Platinum,2024-02-07,0,7.95
568,"Diya Mahajan",9800000568,25,2,6,20,23269.54,Standard,2024-08-07,1,53.20
569,"Riya Mehta",9800000569,18,3,4,7,28344.94,Premium,2025-03-07,0,38.08
570,"Navya Singh",9800000570,7,6,6,2,10445.60,Basic,2026-02-07,1,88.85
571,"Navya Sethi",9800000571,40,0,3,25,30221.11,Premium,2023-05-07,0,9.53
572,"Ramesh Mukherjee",9800000572,35,1,1,22,40348.30,Platinum,2023-10-07,0,5.36
573,"Aryan Das",9800000573,32,0,3,27,40325.22,Platinum,2024-01-07,0,8.43
574,"Navya Pillai",9800000574,7,5,6,4,12567.38,Basic,2026-02-07,1,85.58
575,"Anika Desai",9800000575,12,3,2,7,32517.55,Premium,2025-09-07,1,50.63
576,"Vivaan Joshi",9800000576,18,2,4,8,28179.65,Premium,2025-03-07,0,48.98
577,"Rudra Mukherjee",9800000577,14,2,3,8,35288.87,Premium,2025-07-07,0,45.27
578,"Siddharth Menon",9800000578,10,6,6,1,9809.50,Basic,2025-11-07,1,91.69
579,"Mohit Shah",9800000579,24,3,1,15,19620.65,Standard,2024-09-07,0,42.71
580,"Advait Mahajan",9800000580,42,0,3,20,51585.68,Platinum,2023-03-07,0,4.70
581,"Dev Patel",9800000581,19,3,2,7,19958.82,Standard,2025-02-07,1,50.51
582,"Diya Chauhan",9800000582,11,4,3,10,18903.07,Standard,2025-10-07,0,35.75
583,"Harsh Kaur",9800000583,45,0,1,19,30877.14,Premium,2022-12-07,0,7.55
584,"Vinay Sen",9800000584,26,4,1,7,19448.41,Standard,2024-07-07,0,35.30
585,"Suresh Malhotra",9800000585,27,3,4,15,19991.20,Standard,2024-06-07,0,37.20
586,"Aarohi Chauhan",9800000586,2,6,6,2,10905.19,Basic,2026-07-07,1,92.49
587,"Diya Iyer",9800000587,34,1,1,23,26169.78,Premium,2023-11-07,0,7.34
588,"Ritu Singh",9800000588,15,4,1,5,30693.97,Premium,2025-06-07,0,41.21
589,"Yash Gupta",9800000589,43,0,0,24,46924.25,Platinum,2023-02-07,0,8.86
